source,target,src_word_len,tgt_word_len,src_char_len,tgt_char_len,char_ratio,word_ratio,dataset
От охсооччу киэһэнэн өссө сайынна.,косарь к вечеру ещё больше разошёлся.,5,7,34,37,1.088235294117647,1.4,tatoeba
Итинтэн барытыттан салгыы бөҕөнү салтым.,всё это мне ужасно надоело.,5,6,40,27,0.675,1.2,tatoeba
Кэбиһиилээх от саллайбыт.,стог сена слишком широк наверху.,3,6,25,32,1.28,2.0,tatoeba
Инчэҕэй этэрбэһинэн хааман саллырҕатар.,"он ходит, шлёпая мокрой обувью.",4,7,39,31,0.7948717948717948,1.75,tatoeba
Куруутун биири хатылыырыттан хайдах салгыбатый?,как ему не надоедает твердить одно и то же?,5,10,47,43,0.9148936170212766,2.0,tatoeba
Биир аһы аһыыртан салтым.,мне опостылела однообразная пища.,4,5,25,33,1.32,1.25,tatoeba
Балыгынан салҕанан олорбуттара.,"они сводили концы с концами, занимаясь рыбной ловлей.",3,10,31,53,1.7096774193548387,3.3333333333333335,tatoeba
Өҥөтөр бүгүн кэлээрэй.,"авось, сегодня он придёт.",3,6,22,25,1.1363636363636365,2.0,tatoeba
Эппит тылбын өһүлбэппин.,я не отступлюсь от сказанного слова.,3,7,24,36,1.5,2.3333333333333335,tatoeba
Эппит тылбын өһүлбэппин.,не отступлюсь от сказанного слова.,3,6,24,34,1.4166666666666667,2.0,tatoeba
Тоҕо өсөһөҕүн?,почему ты упрямишься?,2,4,14,21,1.5,2.0,tatoeba
Буруо өһөҕүрэн тахсар.,клубится густой тёмно-коричневый дым.,3,5,22,37,1.6818181818181819,1.6666666666666667,tatoeba
Суһуоҕа өһүллүбүт.,у неё косы расплелись.,2,5,18,22,1.2222222222222223,2.5,tatoeba
Күүһэ өһүллүбүт.,он ослаб.,2,3,16,9,0.5625,1.5,tatoeba
Күүһэ өһүллүбүт.,он потерял былую силу.,2,5,16,22,1.375,2.5,tatoeba
Өйө өһүллүбүт.,он ослаб умом.,2,4,14,14,1.0,2.0,tatoeba
Кинини өһүргэттиҥ.,ты его обидел.,2,4,18,14,0.7777777777777778,2.0,tatoeba
Биһиги диэки өҕүллүбэт.,он на нас не обращает внимания.,3,7,23,31,1.3478260869565217,2.3333333333333335,tatoeba
Тылым өҕүллүбэт.,у меня язык заплетается.,2,5,16,24,1.5,2.5,tatoeba
Тылым өҕүллүбэт.,у меня плохой выговор.,2,5,16,22,1.375,2.5,tatoeba
Тылым өҕүллүбэт.,язык не поворачивается.,2,4,16,23,1.4375,2.0,tatoeba
Кураанаҕынан өҕүтэр.,на пустой желудок тошнит.,2,5,20,25,1.25,2.5,tatoeba
Бу туох үөгүтэ турда?,что это за крик?,4,5,21,16,0.7619047619047619,1.25,tatoeba
Кутталыттан үөгүлээтэ.,он завопил от страха.,2,5,22,21,0.9545454545454546,2.5,tatoeba
Үөл мастан үөннээн сиэбит.,он из всего извлекает пользу.,4,6,26,29,1.1153846153846154,1.5,tatoeba
Үлэ соччо үөтэлээбэт.,работа не даёт видимых результатов.,3,6,21,35,1.6666666666666667,2.0,tatoeba
Үөхсүүлэрэ сүр-дэннэ.,они стали сильно браниться.,2,5,21,27,1.2857142857142858,2.5,tatoeba
Үөхсүү бөҕөнү тарта.,он принялся несусветно браниться.,3,5,20,33,1.65,1.6666666666666667,tatoeba
Манна кутуйах үөскээбит.,здесь развелись мыши.,3,4,24,21,0.875,1.3333333333333333,tatoeba
Ойуурдаах куобах охтубат.,заяц в лесу не пропадёт.,3,6,25,24,0.96,2.0,tatoeba
Чаһы уон иккини оҕуста.,часы пробили двенадцать.,4,4,23,24,1.0434782608695652,1.0,tatoeba
Массыына оҕунуоҕа суох үлэлээбэт.,даже машина без смазки не работает.,4,7,33,35,1.0606060606060606,1.75,tatoeba
Көбүөхтүү сытар.,"он лежит, тяжело дыша.",2,6,16,22,1.375,3.0,tatoeba
Көбүс-көннөрү кэллим.,я пришёл ни с чем.,2,6,21,18,0.8571428571428571,3.0,tatoeba
Көбүс-көннөрү кэллим.,я пришёл с пустыми руками.,2,6,21,26,1.2380952380952381,3.0,tatoeba
Илиибин өлөрбүтүм көҕөрбүт.,"я ушиб руку, и она посинела.",3,8,27,28,1.037037037037037,2.6666666666666665,tatoeba
Өһөс торбос моонньо быстар.,упрямой тёлке голову отрывают.,4,5,27,30,1.1111111111111112,1.25,tatoeba
"Икки чыычаах көтөөрү өгдөҥнөһөллөр, хайалара да көппөт.","две пташки пытаются взлететь, yes ни одна из них не взлетает.",7,13,55,61,1.1090909090909091,1.8571428571428572,tatoeba
Добуолуна үчүгэйдик сахалыы саҥарар.,он довольно хорошо разговаривает по-якутски.,4,6,36,44,1.2222222222222223,1.5,tatoeba
Былырыыҥгыттан манна дойдуланным.,здесь я осел с прошлого года.,3,7,33,29,0.8787878787878788,2.3333333333333335,tatoeba
Тоҕо эн олус долодуйаҕын?,что ты хорохоришься?,4,4,25,20,0.8,1.0,tatoeba
Сылтаҕа суох киһини мөхтөрүмэ.,не позволяй ругать человека без повода.,4,7,30,39,1.3,1.75,tatoeba
Миигин дэлби мөхтүлэр.,меня крепко отругали.,3,4,22,21,0.9545454545454546,1.3333333333333333,tatoeba
Киһи истэрин курдук саҥар.,"говори так, чтобы было слышно.",4,7,26,30,1.1538461538461537,1.75,tatoeba
Эппитиҥ курдук оҥордум.,"я сделал так, как ты сказал.",3,8,23,28,1.2173913043478262,2.6666666666666665,tatoeba
Ый курдук сынньанныбыт.,мы отдыхали примерно с месяц.,3,6,23,29,1.2608695652173914,2.0,tatoeba
Онно сыл курдук олорбуттар.,там они жили примерно год.,4,6,27,26,0.9629629629629629,1.5,tatoeba
"Уот сиэбитин, уу илпитин курдук.","словно уничтожено пожаром, унесено водой.",5,7,32,41,1.28125,1.4,tatoeba
Этиҥ тыаһын курдук тыас дэлби барда.,"раздался грохот, будто гром загремел.",6,7,36,37,1.0277777777777777,1.1666666666666667,tatoeba
Балыктыыр курдук үчүгэй сынньалаҥ суох.,"no лучшего отдыха, чем рыбалка.",5,7,39,31,0.7948717948717948,1.4,tatoeba
Бардар бара туруох курдук этэ.,"он, кажется, готов был всё идти и идти.",5,11,30,39,1.3,2.2,tatoeba
Санаабар наар кинилэри кытта сылдьар курдукпун.,мысленно я всё время будто с ними.,6,8,47,34,0.723404255319149,1.3333333333333333,tatoeba
Ол эйигиттэн ыйытыам дуо?,"а что, тебя буду спрашивать, yes",4,8,25,32,1.28,2.0,tatoeba
Ол туохтан куттанныгыт?,а чего это вы испугались?,3,6,23,25,1.0869565217391304,2.0,tatoeba
"Ол аата, дьэлликтииргин бырахтыҥ дуо?","значит, ты бросил бродяжничать?",5,6,37,31,0.8378378378378378,1.2,tatoeba
"Ол буолан баран, бу хартыынаҥ олус табыллыбыт.","однако же, эта картина у тебя очень удачная.",7,10,46,44,0.9565217391304348,1.4285714285714286,tatoeba
"Ол да буоллар, быйыл оҕуруот аһа лаппа үчүгэй буолар буолла.","несмотря на это, в этом году обещают хороший урожай овощей.",10,12,60,59,0.9833333333333333,1.2,tatoeba
"Ол иһин, эн төннөн кэлиэхтээх этиҥ.","вот то-то, ты должен был вернуться.",6,8,35,35,1.0,1.3333333333333333,tatoeba
"Чэ, ол иһин, сэрэйбит сэрэх.","ну конечно, так и предполагали.",5,7,28,31,1.1071428571428572,1.4,tatoeba
"Онон буоллаҕына, кини миэхэ суруйар суруга барыта сымыйа эбит.","следовательно, всё, что он пишет мне, оказывается неправдой.",9,12,62,60,0.967741935483871,1.3333333333333333,tatoeba
"Бүгүн барабын, онон бүтэр!",сегодня еду — и всё!,4,6,26,20,0.7692307692307693,1.5,tatoeba
Букатын умнубут курдуктар.,будто и совсем забыли (мы).,3,8,26,27,1.0384615384615385,2.6666666666666665,tatoeba
Том — лоп курдук тыллаах-өстөөх киһи.,"том — человек, чётко выражающий свои мысли.",6,9,37,43,1.162162162162162,1.5,tatoeba
Том — лоп курдук тыллаах-өстөөх киһи.,"том — человек, острый на язык.",6,8,37,30,0.8108108108108109,1.3333333333333333,tatoeba
Илин атах суолун кэлин атах сиппэт.,следы передних ног не догонят следов задних ног.,6,9,35,48,1.3714285714285714,1.5,tatoeba
Илин атах суолун кэлин атах сиппэт.,следы передних ног не догоняют следы задних.,6,8,35,44,1.2571428571428571,1.3333333333333333,tatoeba
Илин атах суолун кэлин атах сиппэт.,плохой человек не сравнится делами с хорошим.,6,8,35,45,1.2857142857142858,1.3333333333333333,tatoeba
Иннин тымтыктанан көрбүт суох.,"ещё никто не прозревал своего будущего, осветив его лучиной.",4,11,30,60,2.0,2.75,tatoeba
Кур бэйэтэ кубулуйбатах.,он с годами не меняется.,3,6,24,24,1.0,2.0,tatoeba
Кур бэйэтэ кубулуйбатах.,его прошлогодний вид не изменился.,3,6,24,34,1.4166666666666667,2.0,tatoeba
Хараҥаҕа уот сандаарда.,в темноте вспыхнул огонь.,3,5,23,25,1.0869565217391304,1.6666666666666667,tatoeba
"Сир Күнү тула, Сир аргыһа Сири тула эргийэр.","земля вращается вокруг солнца, спутник земли — вокруг земли.",8,11,44,60,1.3636363636363635,1.375,tatoeba
Урааҥхай аатыҥ кимий?,как твоё якутское имя?,3,5,21,22,1.0476190476190477,1.6666666666666667,tatoeba
